"","chosen_idx","rt","prev_other","chosen","prev_other_idx","prev_chosen","trialType","prev_chosen_idx","itemNum","samePos","worker","numPics","comp.chosen","comp.other","correct","familiar","Target","Competitor"
"1892",1,1886,"","tomato",0,"","Practice",0,0,1,234,2,NA,NA,NA,NA,NA,NA
"1893",0,1745,"Novel124","Novel129",0,"Novel129","Same vs. Same",1,6,0,234,2,"Novel83","Novel84",TRUE,FALSE,"Same","Same"
"1894",1,1991,"Novel38","Novel110",1,"Novel110","Same vs. Switch",0,2,0,234,2,"Novel12","Novel44",TRUE,FALSE,"Same","Switch"
"1895",0,3493,"Novel55","Novel55",1,"Novel81","Switch vs. Same",0,4,1,234,2,"Novel97","Novel117",TRUE,FALSE,"Switch","Same"
"1896",0,3120,"Novel28","Novel28",1,"Novel139","Switch vs. Switch",0,0,1,234,2,"Novel43","Novel131",TRUE,FALSE,"Switch","Switch"
"1897",0,9648,"","squirrel",0,"","Practice",0,0,1,235,2,NA,NA,NA,NA,NA,NA
"1898",0,290565,"","squirrel",0,"","Practice",0,0,1,235,2,NA,NA,NA,NA,NA,NA
"1899",0,1165,"","tomato",0,"","Practice",0,0,1,235,2,NA,NA,NA,NA,NA,NA
"1900",1,1160,"","tomato",0,"","Practice",0,0,1,235,2,NA,NA,NA,NA,NA,NA
"1901",1,1053,"Novel41","Novel119",0,"Novel119","Same vs. Same",1,2,1,235,2,"Novel48","Novel121",TRUE,FALSE,"Same","Same"
"1902",1,1232,"Novel132","Novel20",1,"Novel20","Same vs. Switch",0,4,0,235,2,"Novel73","Novel104",TRUE,FALSE,"Same","Switch"
"1903",1,1370,"Novel30","Novel30",1,"Novel101","Switch vs. Same",0,6,0,235,2,"Novel55","Novel46",TRUE,FALSE,"Switch","Same"
"1904",1,5528,"Novel52","Novel37",1,"Novel82","Switch vs. Switch",0,0,1,235,2,"Novel44","Novel37",FALSE,TRUE,"Switch","Switch"
"1905",0,9660,"","squirrel",0,"","Practice",0,0,0,236,4,NA,NA,NA,NA,NA,NA
"1906",0,2837,"","squirrel",0,"","Practice",0,0,0,236,4,NA,NA,NA,NA,NA,NA
"1907",1,4582,"","tomato",0,"","Practice",0,0,0,236,4,NA,NA,NA,NA,NA,NA
"1908",2,1851,"","tomato",0,"","Practice",0,0,0,236,4,NA,NA,NA,NA,NA,NA
"1909",3,2669,"Novel85","Novel72",2,"Novel72","Same vs. Same",3,4,1,236,4,"Novel83","Novel53",TRUE,FALSE,"Same","Same"
"1910",1,2281,"Novel46","Novel129",0,"Novel129","Same vs. Switch",1,2,1,236,4,"Novel96","Novel98",TRUE,FALSE,"Same","Switch"
"1911",2,8000,"Novel11","Novel68",0,"Novel19","Switch vs. Same",3,6,0,236,4,"Novel117","Novel97",FALSE,FALSE,"Switch","Same"
"1912",3,9204,"Novel61","Novel47",0,"Novel74","Switch vs. Switch",3,0,0,236,4,"Novel123","Novel47",FALSE,TRUE,"Switch","Switch"
"1913",0,2760,"","squirrel",0,"","Practice",0,0,1,237,4,NA,NA,NA,NA,NA,NA
"1914",0,1214,"","squirrel",0,"","Practice",0,0,1,237,4,NA,NA,NA,NA,NA,NA
"1915",1,1740,"","tomato",0,"","Practice",0,0,1,237,4,NA,NA,NA,NA,NA,NA
"1916",2,1536,"","tomato",0,"","Practice",0,0,1,237,4,NA,NA,NA,NA,NA,NA
"1917",0,2440,"Novel84","Novel19",2,"Novel19","Same vs. Same",0,0,1,237,4,"Novel118","Novel47",TRUE,FALSE,"Same","Same"
"1918",2,1336,"Novel40","Novel62",1,"Novel62","Same vs. Switch",2,4,1,237,4,"Novel83","Novel94",TRUE,FALSE,"Same","Switch"
"1919",1,2527,"Novel111","Novel111",3,"Novel110","Switch vs. Same",0,2,0,237,4,"Novel134","Novel138",TRUE,FALSE,"Switch","Same"
"1920",2,3525,"Novel115","Novel61",3,"Novel81","Switch vs. Switch",1,6,0,237,4,"Novel9","Novel26",FALSE,FALSE,"Switch","Switch"
"1921",0,13305,"","squirrel",0,"","Practice",0,0,0,238,4,NA,NA,NA,NA,NA,NA
"1922",0,1599,"","squirrel",0,"","Practice",0,0,0,238,4,NA,NA,NA,NA,NA,NA
"1923",1,1127,"","tomato",0,"","Practice",0,0,0,238,4,NA,NA,NA,NA,NA,NA
"1924",2,947,"","tomato",0,"","Practice",0,0,0,238,4,NA,NA,NA,NA,NA,NA
"1925",0,904,"Novel52","Novel31",2,"Novel31","Same vs. Same",0,2,1,238,4,"Novel1","Novel78",TRUE,FALSE,"Same","Same"
"1926",1,2165,"Novel135","Novel26",3,"Novel26","Same vs. Switch",1,4,1,238,4,"Novel60","Novel137",TRUE,FALSE,"Same","Switch"
"1927",0,3162,"Novel112","Novel112",0,"Novel14","Switch vs. Same",2,6,0,238,4,"Novel125","Novel68",TRUE,FALSE,"Switch","Same"
"1928",2,1141,"Novel138","Novel59",1,"Novel67","Switch vs. Switch",0,0,0,238,4,"Novel4","Novel118",FALSE,FALSE,"Switch","Switch"
"1929",0,1741,"","squirrel",0,"","Practice",0,0,1,239,4,NA,NA,NA,NA,NA,NA
"1930",0,1250,"","squirrel",0,"","Practice",0,0,1,239,4,NA,NA,NA,NA,NA,NA
"1931",1,3213,"","tomato",0,"","Practice",0,0,1,239,4,NA,NA,NA,NA,NA,NA
"1932",2,3463,"","tomato",0,"","Practice",0,0,1,239,4,NA,NA,NA,NA,NA,NA
"1933",3,1528,"Novel28","Novel53",2,"Novel53","Same vs. Same",1,6,0,239,4,"Novel25","Novel57",TRUE,FALSE,"Same","Same"
"1934",3,1095,"Novel68","Novel122",2,"Novel122","Same vs. Switch",3,4,1,239,4,"Novel92","Novel127",TRUE,FALSE,"Same","Switch"
"1935",2,2579,"Novel116","Novel116",3,"Novel20","Switch vs. Same",2,0,1,239,4,"Novel7","Novel106",TRUE,FALSE,"Switch","Same"
"1936",0,2006,"Novel12","Novel12",1,"Novel42","Switch vs. Switch",3,2,0,239,4,"Novel58","Novel33",TRUE,FALSE,"Switch","Switch"
"1937",0,1636,"","squirrel",0,"","Practice",0,0,1,240,2,NA,NA,NA,NA,NA,NA
"1938",0,903,"","squirrel",0,"","Practice",0,0,1,240,2,NA,NA,NA,NA,NA,NA
"1939",0,930,"","tomato",0,"","Practice",0,0,1,240,2,NA,NA,NA,NA,NA,NA
"1940",1,956,"","tomato",0,"","Practice",0,0,1,240,2,NA,NA,NA,NA,NA,NA
"1941",1,1708,"Novel69","Novel124",0,"Novel124","Same vs. Same",1,0,1,240,2,"Novel118","Novel82",TRUE,FALSE,"Same","Same"
"1942",1,1413,"Novel74","Novel13",1,"Novel13","Same vs. Switch",0,2,0,240,2,"Novel110","Novel17",TRUE,FALSE,"Same","Switch"
"1943",1,2240,"Novel83","Novel83",0,"Novel135","Switch vs. Same",1,6,1,240,2,"Novel32","Novel85",TRUE,FALSE,"Switch","Same"
"1944",1,1927,"Novel59","Novel59",1,"Novel106","Switch vs. Switch",0,4,0,240,2,"Novel29","Novel138",TRUE,FALSE,"Switch","Switch"
"1945",0,821,"","squirrel",0,"","Practice",0,0,1,241,4,NA,NA,NA,NA,NA,NA
"1946",0,1311,"","squirrel",0,"","Practice",0,0,1,241,4,NA,NA,NA,NA,NA,NA
"1947",1,873,"","tomato",0,"","Practice",0,0,1,241,4,NA,NA,NA,NA,NA,NA
"1948",2,1282,"","tomato",0,"","Practice",0,0,1,241,4,NA,NA,NA,NA,NA,NA
"1949",2,2043,"Novel119","Novel20",1,"Novel20","Same vs. Same",0,6,0,241,4,"Novel53","Novel41",TRUE,FALSE,"Same","Same"
"1950",1,2588,"Novel133","Novel125",2,"Novel34","Same vs. Switch",0,2,1,241,4,"Novel62","Novel125",FALSE,TRUE,"Same","Switch"
"1951",2,2642,"Novel121","Novel121",0,"Novel70","Switch vs. Same",2,0,1,241,4,"Novel97","Novel117",TRUE,FALSE,"Switch","Same"
"1952",1,3500,"Novel138","Novel138",2,"Novel4","Switch vs. Switch",3,4,0,241,4,"Novel109","Novel87",TRUE,FALSE,"Switch","Switch"
"1953",0,3685,"","squirrel",0,"","Practice",0,0,0,242,4,NA,NA,NA,NA,NA,NA
"1954",0,1015,"","squirrel",0,"","Practice",0,0,0,242,4,NA,NA,NA,NA,NA,NA
"1955",1,1208,"","tomato",0,"","Practice",0,0,0,242,4,NA,NA,NA,NA,NA,NA
"1956",2,942,"","tomato",0,"","Practice",0,0,0,242,4,NA,NA,NA,NA,NA,NA
"1957",2,1327,"Novel22","Novel65",1,"Novel65","Same vs. Same",2,6,1,242,4,"Novel26","Novel14",TRUE,FALSE,"Same","Same"
"1958",1,3110,"Novel73","Novel115",1,"Novel115","Same vs. Switch",2,0,0,242,4,"Novel8","Novel62",TRUE,FALSE,"Same","Switch"
"1959",0,3524,"Novel53","Novel53",3,"Novel91","Switch vs. Same",2,4,0,242,4,"Novel23","Novel33",TRUE,FALSE,"Switch","Same"
"1960",1,2078,"Novel61","Novel61",0,"Novel84","Switch vs. Switch",1,2,1,242,4,"Novel69","Novel79",TRUE,FALSE,"Switch","Switch"
"1961",0,3730,"","squirrel",0,"","Practice",0,0,0,243,2,NA,NA,NA,NA,NA,NA
"1962",0,1168,"","squirrel",0,"","Practice",0,0,0,243,2,NA,NA,NA,NA,NA,NA
"1963",0,937,"","tomato",0,"","Practice",0,0,0,243,2,NA,NA,NA,NA,NA,NA
"1964",1,1871,"","tomato",0,"","Practice",0,0,0,243,2,NA,NA,NA,NA,NA,NA
"1965",1,300,"Novel140","Novel65",0,"Novel26","Same vs. Same",1,6,0,243,2,"Novel65","Novel61",FALSE,TRUE,"Same","Same"
"1966",1,181,"Novel129","Novel136",1,"Novel27","Same vs. Switch",0,2,1,243,2,"Novel44","Novel136",FALSE,TRUE,"Same","Switch"
"1967",1,430,"Novel37","Novel68",1,"Novel101","Switch vs. Same",0,4,1,243,2,"Novel68","Novel121",FALSE,TRUE,"Switch","Same"
"1968",0,70,"Novel89","Novel57",1,"Novel104","Switch vs. Switch",0,0,0,243,2,"Novel119","Novel57",FALSE,TRUE,"Switch","Switch"
"1969",0,1814,"","squirrel",0,"","Practice",0,0,1,244,2,NA,NA,NA,NA,NA,NA
"1970",0,1407,"","squirrel",0,"","Practice",0,0,1,244,2,NA,NA,NA,NA,NA,NA
"1971",0,1443,"","tomato",0,"","Practice",0,0,1,244,2,NA,NA,NA,NA,NA,NA
"1972",1,1291,"","tomato",0,"","Practice",0,0,1,244,2,NA,NA,NA,NA,NA,NA
"1973",1,1553,"Novel97","Novel122",1,"Novel122","Same vs. Same",0,2,0,244,2,"Novel129","Novel50",TRUE,FALSE,"Same","Same"
"1974",0,1355,"Novel109","Novel111",1,"Novel111","Same vs. Switch",0,0,1,244,2,"Novel135","Novel24",TRUE,FALSE,"Same","Switch"
"1975",0,2962,"Novel106","Novel106",0,"Novel64","Switch vs. Same",1,6,0,244,2,"Novel2","Novel40",TRUE,FALSE,"Switch","Same"
"1976",0,2103,"Novel51","Novel51",1,"Novel42","Switch vs. Switch",0,4,1,244,2,"Novel61","Novel117",TRUE,FALSE,"Switch","Switch"
"1977",0,12171,"","squirrel",0,"","Practice",0,0,1,245,2,NA,NA,NA,NA,NA,NA
"1978",0,1101,"","squirrel",0,"","Practice",0,0,1,245,2,NA,NA,NA,NA,NA,NA
"1979",0,2261,"","tomato",0,"","Practice",0,0,1,245,2,NA,NA,NA,NA,NA,NA
"1980",1,837,"","tomato",0,"","Practice",0,0,1,245,2,NA,NA,NA,NA,NA,NA
"1981",1,1224,"Novel1","Novel77",0,"Novel77","Same vs. Same",1,0,1,245,2,"Novel38","Novel118",TRUE,FALSE,"Same","Same"
"1982",1,1129,"Novel94","Novel50",1,"Novel50","Same vs. Switch",0,6,0,245,2,"Novel89","Novel71",TRUE,FALSE,"Same","Switch"
"1983",1,864,"Novel49","Novel49",1,"Novel26","Switch vs. Same",0,4,0,245,2,"Novel134","Novel112",TRUE,FALSE,"Switch","Same"
"1984",1,1968,"Novel59","Novel130",1,"Novel16","Switch vs. Switch",0,2,1,245,2,"Novel116","Novel130",FALSE,TRUE,"Switch","Switch"
"1985",0,1720,"","squirrel",0,"","Practice",0,0,0,246,2,NA,NA,NA,NA,NA,NA
"1986",0,1217,"","squirrel",0,"","Practice",0,0,0,246,2,NA,NA,NA,NA,NA,NA
"1987",0,1257,"","tomato",0,"","Practice",0,0,0,246,2,NA,NA,NA,NA,NA,NA
"1988",1,1067,"","tomato",0,"","Practice",0,0,0,246,2,NA,NA,NA,NA,NA,NA
"1989",0,1539,"Novel97","Novel113",1,"Novel113","Same vs. Same",0,4,1,246,2,"Novel100","Novel46",TRUE,FALSE,"Same","Same"
"1990",1,1307,"Novel67","Novel37",1,"Novel37","Same vs. Switch",0,2,0,246,2,"Novel17","Novel9",TRUE,FALSE,"Same","Switch"
"1991",1,1685,"Novel78","Novel78",1,"Novel8","Switch vs. Same",0,0,0,246,2,"Novel114","Novel36",TRUE,FALSE,"Switch","Same"
"1992",1,1818,"Novel104","Novel104",0,"Novel6","Switch vs. Switch",1,6,1,246,2,"Novel63","Novel84",TRUE,FALSE,"Switch","Switch"
"1993",0,1844,"","squirrel",0,"","Practice",0,0,0,247,4,NA,NA,NA,NA,NA,NA
"1994",0,1004,"","squirrel",0,"","Practice",0,0,0,247,4,NA,NA,NA,NA,NA,NA
"1995",1,988,"","tomato",0,"","Practice",0,0,0,247,4,NA,NA,NA,NA,NA,NA
"1996",2,920,"","tomato",0,"","Practice",0,0,0,247,4,NA,NA,NA,NA,NA,NA
"1997",1,2370,"Novel59","Novel135",2,"Novel135","Same vs. Same",1,6,1,247,4,"Novel45","Novel36",TRUE,FALSE,"Same","Same"
"1998",2,2064,"Novel49","Novel112",1,"Novel112","Same vs. Switch",2,2,1,247,4,"Novel134","Novel54",TRUE,FALSE,"Same","Switch"
"1999",3,3127,"Novel10","Novel4",3,"Novel104","Switch vs. Same",0,4,0,247,4,"Novel25","Novel84",FALSE,FALSE,"Switch","Same"
"2000",0,3750,"Novel89","Novel89",0,"Novel115","Switch vs. Switch",3,0,0,247,4,"Novel121","Novel118",TRUE,FALSE,"Switch","Switch"
"2001",0,1427,"","squirrel",0,"","Practice",0,0,1,248,2,NA,NA,NA,NA,NA,NA
"2002",0,901,"","squirrel",0,"","Practice",0,0,1,248,2,NA,NA,NA,NA,NA,NA
"2003",0,2552,"","tomato",0,"","Practice",0,0,1,248,2,NA,NA,NA,NA,NA,NA
"2004",1,1389,"","tomato",0,"","Practice",0,0,1,248,2,NA,NA,NA,NA,NA,NA
"2005",0,1137,"Novel21","Novel107",1,"Novel107","Same vs. Same",0,0,1,248,2,"Novel130","Novel127",TRUE,FALSE,"Same","Same"
"2006",1,1193,"Novel94","Novel85",0,"Novel85","Same vs. Switch",1,2,1,248,2,"Novel36","Novel46",TRUE,FALSE,"Same","Switch"
"2007",1,1186,"Novel124","Novel124",1,"Novel45","Switch vs. Same",0,4,0,248,2,"Novel78","Novel113",TRUE,FALSE,"Switch","Same"
"2008",1,2361,"Novel40","Novel20",0,"Novel84","Switch vs. Switch",1,6,0,248,2,"Novel74","Novel20",FALSE,TRUE,"Switch","Switch"
"2009",0,6480,"","squirrel",0,"","Practice",0,0,1,249,2,NA,NA,NA,NA,NA,NA
"2010",0,1446,"","squirrel",0,"","Practice",0,0,1,249,2,NA,NA,NA,NA,NA,NA
"2011",0,1181,"","tomato",0,"","Practice",0,0,1,249,2,NA,NA,NA,NA,NA,NA
"2012",1,1179,"","tomato",0,"","Practice",0,0,1,249,2,NA,NA,NA,NA,NA,NA
"2013",0,1421,"Novel3","Novel131",0,"Novel131","Same vs. Same",1,4,0,249,2,"Novel5","Novel15",TRUE,FALSE,"Same","Same"
"2014",1,1239,"Novel120","Novel70",0,"Novel70","Same vs. Switch",1,2,1,249,2,"Novel78","Novel28",TRUE,FALSE,"Same","Switch"
"2015",0,1734,"Novel96","Novel96",0,"Novel81","Switch vs. Same",1,6,0,249,2,"Novel73","Novel126",TRUE,FALSE,"Switch","Same"
"2016",1,6007,"Novel39","Novel39",0,"Novel75","Switch vs. Switch",1,0,1,249,2,"Novel8","Novel139",TRUE,FALSE,"Switch","Switch"
"2017",0,2191,"","squirrel",0,"","Practice",0,0,1,250,2,NA,NA,NA,NA,NA,NA
"2018",0,1311,"","squirrel",0,"","Practice",0,0,1,250,2,NA,NA,NA,NA,NA,NA
"2019",0,1649,"","tomato",0,"","Practice",0,0,1,250,2,NA,NA,NA,NA,NA,NA
"2020",1,1188,"","tomato",0,"","Practice",0,0,1,250,2,NA,NA,NA,NA,NA,NA
"2021",0,2005,"Novel17","Novel77",0,"Novel77","Same vs. Same",1,6,0,250,2,"Novel10","Novel13",TRUE,FALSE,"Same","Same"
"2022",0,1711,"Novel85","Novel108",0,"Novel108","Same vs. Switch",1,4,0,250,2,"Novel48","Novel29",TRUE,FALSE,"Same","Switch"
"2023",1,3794,"Novel34","Novel34",0,"Novel75","Switch vs. Same",1,2,1,250,2,"Novel92","Novel78",TRUE,FALSE,"Switch","Same"
"2024",0,1458,"Novel35","Novel35",1,"Novel106","Switch vs. Switch",0,0,1,250,2,"Novel107","Novel83",TRUE,FALSE,"Switch","Switch"
"2025",0,2572,"","squirrel",0,"","Practice",0,0,0,251,2,NA,NA,NA,NA,NA,NA
"2026",0,2216,"","squirrel",0,"","Practice",0,0,0,251,2,NA,NA,NA,NA,NA,NA
"2027",0,1201,"","tomato",0,"","Practice",0,0,0,251,2,NA,NA,NA,NA,NA,NA
"2028",1,1400,"","tomato",0,"","Practice",0,0,0,251,2,NA,NA,NA,NA,NA,NA
"2029",1,1157,"Novel111","Novel138",0,"Novel138","Same vs. Same",1,6,1,251,2,"Novel117","Novel109",TRUE,FALSE,"Same","Same"
"2030",1,1162,"Novel25","Novel30",1,"Novel30","Same vs. Switch",0,2,0,251,2,"Novel7","Novel21",TRUE,FALSE,"Same","Switch"
"2031",0,3350,"Novel124","Novel124",1,"Novel11","Switch vs. Same",0,4,1,251,2,"Novel5","Novel12",TRUE,FALSE,"Switch","Same"
"2032",0,3263,"Novel134","Novel134",0,"Novel10","Switch vs. Switch",1,0,0,251,2,"Novel90","Novel26",TRUE,FALSE,"Switch","Switch"
"2033",0,2843,"","squirrel",0,"","Practice",0,0,0,252,2,NA,NA,NA,NA,NA,NA
"2034",0,4931,"","squirrel",0,"","Practice",0,0,0,252,2,NA,NA,NA,NA,NA,NA
"2035",0,4642,"","tomato",0,"","Practice",0,0,0,252,2,NA,NA,NA,NA,NA,NA
"2036",1,2831,"","tomato",0,"","Practice",0,0,0,252,2,NA,NA,NA,NA,NA,NA
"2037",0,5785,"Novel128","Novel35",0,"Novel13","Same vs. Same",1,6,1,252,2,"Novel35","Novel117",FALSE,TRUE,"Same","Same"
"2038",1,4270,"Novel7","Novel104",0,"Novel104","Same vs. Switch",1,4,1,252,2,"Novel67","Novel58",TRUE,FALSE,"Same","Switch"
"2039",0,6744,"Novel88","Novel88",0,"Novel78","Switch vs. Same",1,2,0,252,2,"Novel120","Novel18",TRUE,FALSE,"Switch","Same"
"2040",0,3430,"Novel116","Novel116",0,"Novel48","Switch vs. Switch",1,0,0,252,2,"Novel81","Novel129",TRUE,FALSE,"Switch","Switch"
"2041",0,4795,"","squirrel",0,"","Practice",0,0,0,253,2,NA,NA,NA,NA,NA,NA
"2042",0,1150,"","squirrel",0,"","Practice",0,0,0,253,2,NA,NA,NA,NA,NA,NA
"2043",0,1082,"","tomato",0,"","Practice",0,0,0,253,2,NA,NA,NA,NA,NA,NA
"2044",1,1035,"","tomato",0,"","Practice",0,0,0,253,2,NA,NA,NA,NA,NA,NA
"2045",1,3630,"Novel126","Novel104",0,"Novel104","Same vs. Same",1,6,1,253,2,"Novel115","Novel103",TRUE,FALSE,"Same","Same"
"2046",0,1073,"Novel91","Novel70",1,"Novel70","Same vs. Switch",0,4,1,253,2,"Novel35","Novel99",TRUE,FALSE,"Same","Switch"
"2047",0,2186,"Novel37","Novel37",0,"Novel127","Switch vs. Same",1,0,0,253,2,"Novel82","Novel43",TRUE,FALSE,"Switch","Same"
"2048",1,2084,"Novel84","Novel105",0,"Novel53","Switch vs. Switch",1,2,0,253,2,"Novel42","Novel105",FALSE,TRUE,"Switch","Switch"
"2049",0,2074,"","squirrel",0,"","Practice",0,0,1,254,2,NA,NA,NA,NA,NA,NA
"2050",0,1330,"","squirrel",0,"","Practice",0,0,1,254,2,NA,NA,NA,NA,NA,NA
"2051",0,1564,"","tomato",0,"","Practice",0,0,1,254,2,NA,NA,NA,NA,NA,NA
"2052",1,1512,"","tomato",0,"","Practice",0,0,1,254,2,NA,NA,NA,NA,NA,NA
"2053",0,3214,"Novel36","Novel35",1,"Novel35","Same vs. Same",0,0,1,254,2,"Novel130","Novel33",TRUE,FALSE,"Same","Same"
"2054",1,1023,"Novel54","Novel96",0,"Novel96","Same vs. Switch",1,2,1,254,2,"Novel56","Novel24",TRUE,FALSE,"Same","Switch"
"2055",0,1352,"Novel69","Novel69",0,"Novel49","Switch vs. Same",1,6,0,254,2,"Novel75","Novel107",TRUE,FALSE,"Switch","Same"
"2056",1,1214,"Novel51","Novel51",1,"Novel103","Switch vs. Switch",0,4,0,254,2,"Novel62","Novel87",TRUE,FALSE,"Switch","Switch"
"2057",0,2051,"","squirrel",0,"","Practice",0,0,1,255,2,NA,NA,NA,NA,NA,NA
"2058",0,1432,"","squirrel",0,"","Practice",0,0,1,255,2,NA,NA,NA,NA,NA,NA
"2059",0,2019,"","tomato",0,"","Practice",0,0,1,255,2,NA,NA,NA,NA,NA,NA
"2060",1,1422,"","tomato",0,"","Practice",0,0,1,255,2,NA,NA,NA,NA,NA,NA
"2061",1,2409,"Novel23","Novel1",0,"Novel1","Same vs. Same",1,0,1,255,2,"Novel140","Novel68",TRUE,FALSE,"Same","Same"
"2062",0,1666,"Novel81","Novel10",1,"Novel10","Same vs. Switch",0,2,1,255,2,"Novel42","Novel56",TRUE,FALSE,"Same","Switch"
"2063",0,4125,"Novel44","Novel16",1,"Novel117","Switch vs. Same",0,6,0,255,2,"Novel16","Novel39",FALSE,TRUE,"Switch","Same"
"2064",1,5004,"Novel9","Novel14",0,"Novel111","Switch vs. Switch",1,4,0,255,2,"Novel24","Novel14",FALSE,TRUE,"Switch","Switch"
"2065",0,4405,"","squirrel",0,"","Practice",0,0,1,256,4,NA,NA,NA,NA,NA,NA
"2066",0,1606,"","squirrel",0,"","Practice",0,0,1,256,4,NA,NA,NA,NA,NA,NA
"2067",1,1177,"","tomato",0,"","Practice",0,0,1,256,4,NA,NA,NA,NA,NA,NA
"2068",2,1142,"","tomato",0,"","Practice",0,0,1,256,4,NA,NA,NA,NA,NA,NA
"2069",2,2208,"Novel68","Novel20",3,"Novel20","Same vs. Same",1,6,0,256,4,"Novel110","Novel113",TRUE,FALSE,"Same","Same"
"2070",2,1318,"Novel103","Novel58",0,"Novel58","Same vs. Switch",2,4,1,256,4,"Novel9","Novel72",TRUE,FALSE,"Same","Switch"
"2071",0,2429,"Novel120","Novel120",3,"Novel54","Switch vs. Same",0,0,1,256,4,"Novel121","Novel119",TRUE,FALSE,"Switch","Same"
"2072",0,4263,"Novel80","Novel83",0,"Novel61","Switch vs. Switch",3,2,0,256,4,"Novel29","Novel28",FALSE,FALSE,"Switch","Switch"
"2073",0,1377,"","squirrel",0,"","Practice",0,0,0,257,2,NA,NA,NA,NA,NA,NA
"2074",0,1264,"","squirrel",0,"","Practice",0,0,0,257,2,NA,NA,NA,NA,NA,NA
"2075",0,1192,"","tomato",0,"","Practice",0,0,0,257,2,NA,NA,NA,NA,NA,NA
"2076",1,1122,"","tomato",0,"","Practice",0,0,0,257,2,NA,NA,NA,NA,NA,NA
"2077",0,4344,"Novel130","Novel113",1,"Novel113","Same vs. Same",0,4,1,257,2,"Novel24","Novel112",TRUE,FALSE,"Same","Same"
"2078",0,1487,"Novel134","Novel76",0,"Novel76","Same vs. Switch",1,0,0,257,2,"Novel48","Novel110",TRUE,FALSE,"Same","Switch"
"2079",0,2456,"Novel65","Novel65",1,"Novel132","Switch vs. Same",0,6,1,257,2,"Novel1","Novel105",TRUE,FALSE,"Switch","Same"
"2080",1,2076,"Novel108","Novel127",0,"Novel120","Switch vs. Switch",1,2,0,257,2,"Novel78","Novel127",FALSE,TRUE,"Switch","Switch"
"2081",0,1623,"","squirrel",0,"","Practice",0,0,0,258,2,NA,NA,NA,NA,NA,NA
"2082",0,1136,"","squirrel",0,"","Practice",0,0,0,258,2,NA,NA,NA,NA,NA,NA
"2083",0,861,"","tomato",0,"","Practice",0,0,0,258,2,NA,NA,NA,NA,NA,NA
"2084",1,965,"","tomato",0,"","Practice",0,0,0,258,2,NA,NA,NA,NA,NA,NA
"2085",0,805,"Novel92","Novel49",1,"Novel49","Same vs. Same",0,4,1,258,2,"Novel7","Novel133",TRUE,FALSE,"Same","Same"
"2086",0,2335,"Novel72","Novel121",0,"Novel121","Same vs. Switch",1,0,0,258,2,"Novel73","Novel70",TRUE,FALSE,"Same","Switch"
"2087",1,1114,"Novel42","Novel42",1,"Novel19","Switch vs. Same",0,6,0,258,2,"Novel3","Novel68",TRUE,FALSE,"Switch","Same"
"2088",0,1991,"Novel80","Novel122",0,"Novel120","Switch vs. Switch",1,2,1,258,2,"Novel81","Novel122",FALSE,TRUE,"Switch","Switch"
"2089",0,2930,"","squirrel",0,"","Practice",0,0,0,259,4,NA,NA,NA,NA,NA,NA
"2090",0,3602,"","squirrel",0,"","Practice",0,0,0,259,4,NA,NA,NA,NA,NA,NA
"2091",1,1149,"","tomato",0,"","Practice",0,0,0,259,4,NA,NA,NA,NA,NA,NA
"2092",2,1064,"","tomato",0,"","Practice",0,0,0,259,4,NA,NA,NA,NA,NA,NA
"2093",1,3838,"Novel76","Novel68",3,"Novel68","Same vs. Same",1,2,1,259,4,"Novel136","Novel6",TRUE,FALSE,"Same","Same"
"2094",1,2662,"Novel3","Novel82",0,"Novel7","Same vs. Switch",2,6,0,259,4,"Novel58","Novel80",FALSE,FALSE,"Same","Switch"
"2095",0,4438,"Novel138","Novel20",3,"Novel115","Switch vs. Same",2,0,0,259,4,"Novel54","Novel109",FALSE,FALSE,"Switch","Same"
"2096",0,2142,"Novel91","Novel117",3,"Novel132","Switch vs. Switch",1,4,1,259,4,"Novel77","Novel11",FALSE,FALSE,"Switch","Switch"
"2097",0,900,"","squirrel",0,"","Practice",0,0,0,260,4,NA,NA,NA,NA,NA,NA
"2098",0,932,"","squirrel",0,"","Practice",0,0,0,260,4,NA,NA,NA,NA,NA,NA
"2099",1,1575,"","tomato",0,"","Practice",0,0,0,260,4,NA,NA,NA,NA,NA,NA
"2100",2,1088,"","tomato",0,"","Practice",0,0,0,260,4,NA,NA,NA,NA,NA,NA
"2101",3,1564,"Novel40","Novel30",3,"Novel100","Same vs. Same",2,4,1,260,4,"Novel60","Novel64",FALSE,FALSE,"Same","Same"
"2102",1,1100,"Novel73","Novel83",3,"Novel28","Same vs. Switch",0,2,0,260,4,"Novel75","Novel8",FALSE,FALSE,"Same","Switch"
"2103",3,4034,"Novel97","Novel65",1,"Novel66","Switch vs. Same",0,0,0,260,4,"Novel105","Novel93",FALSE,FALSE,"Switch","Same"
"2104",2,788,"Novel45","Novel70",0,"Novel112","Switch vs. Switch",3,6,1,260,4,"Novel58","Novel70",FALSE,TRUE,"Switch","Switch"
"2105",0,5696,"","squirrel",0,"","Practice",0,0,0,261,4,NA,NA,NA,NA,NA,NA
"2106",0,1707,"","squirrel",0,"","Practice",0,0,0,261,4,NA,NA,NA,NA,NA,NA
"2107",1,4354,"","tomato",0,"","Practice",0,0,0,261,4,NA,NA,NA,NA,NA,NA
"2108",2,1189,"","tomato",0,"","Practice",0,0,0,261,4,NA,NA,NA,NA,NA,NA
